CD_SETOR,vol
330390620000032,69
330395505000097,138
330414405010007,552
330414405010012,138
330414405010021,69
330414405010024,69
330414405010047,69
330414405010060,69
330414405020039,69
330414405040020,690
330414405050048,69
330414405050056,69
330414405050063,138
330414405050073,69
330414405050075,138
330414405060010,138
330414405060025,1932
330430005000002,69
330430005000072,69
330430007000014,138
330452405000022,621
330452405000100,69
330452405000105,276
330452405000124,138
330452405000137,276
330452405000167,69
330452405000230,138
330452405000336,69
330455705060138,69
330455705070013,207
330455705070033,69
330455705070038,69
330455705070102,69
330455705070106,138
330455705070118,828
330455705070125,6348
330455705070131,621
330455705070132,2070
330455705070133,1173
330455705070138,7314
330455705070139,2208
330455705090418,69
330455705090421,69
330455705090533,207
330455705110133,69
330455705110198,69
330455705120020,690
330455705120055,276
330455705120063,138
330455705120078,69
330455705120091,69
330455705120176,69
330455705130079,207
330455705130103,69
330455705130124,69
330455705130410,69
330455705140076,207
330455705140111,69
330455705140171,138
330455705140175,207
330455705140265,69
330455705140268,69
330455705150053,138
330455705150055,69
330455705150079,138
330455705150126,1380
330455705150164,345
330455705150189,69
330455705150192,138
330455705150227,69
330455705150258,138
330455705150278,69
330455705160009,69
330455705160018,138
330455705160059,69
330455705160155,3243
330455705160185,69
330455705160250,69
330455705160261,276
330455705160265,69
330455705160297,69
330455705160477,69
330455705160484,207
330455705170018,414
330455705170023,69
330455705170042,69
330455705170084,69
330455705170191,69
330455705170210,69
330455705170213,69
330455705170374,69
330455705170403,69
330455705170460,621
330455705170532,138
330455705170655,69
330455705170809,69
330455705190134,69
330455705190252,69
330455705190267,69
330455705190321,69
330455705190325,69
330455705190337,345
330455705190342,138
330455705200072,138
330455705200087,138
330455705200135,69
330455705200140,552
330455705200141,69
330455705200176,207
330455705200181,138
330455705200189,69
330455705200199,207
330455705200265,69
330455705200282,69
330455705200315,69
330455705200370,69
330455705200460,69
330455705200565,69
330455705200599,69
330455705200701,69
330455705200728,138
330455705210085,483
330455705210117,69
330455705210118,69
330455705210169,69
330455705210253,69
330455705210316,138
330455705210342,69
330455705210389,69
330455705210395,69
330455705210463,138
330455705210525,69
330455705210604,69
330455705210891,138
330455705211115,138
330455705211124,69
330455705211146,69
330455705211227,69
330455705211286,69
330455705211303,69
330455705211557,69
330455705211603,69
330455705220044,276
330455705220045,69
330455705220055,69
330455705220063,69
330455705220128,69
330455705220433,138
330455705220483,207
330455705220505,69
330455705220513,69
330455705220540,69
330455705220861,69
330455705220911,69
330455705220920,69
330455705230050,69
330455705230066,276
330455705230075,69
330455705230092,138
330455705230264,69
330455705230277,69
330455705230325,207
330455705230445,69
330455705230460,69
330455705230478,69
330455705230501,69
330455705230615,69
330455705230713,69
330455705230855,69
330455705230873,138
330455705230879,138
330455705230898,69
330455705231102,69
330455705231179,138
330455705231210,207
330455705231221,69
330455705231247,69
330455705231416,69
330455705240018,69
330455705240156,207
330455705240198,69
330455705240266,276
330455705240309,69
330455705240382,69
330455705240422,69
330455705240518,69
330455705240574,69
330455705240885,138
330455705250159,138
330455705250163,69
330455705250219,69
330455705250294,69
330455705270007,69
330455705270195,69
330455705270208,69
330455705270282,69
330455705290128,69
330455705290259,69
330455705290289,69
330455705290330,207
330455705290462,138
330455705290519,138
330455705290700,69
330455705290833,276
330455705290881,828
330455705290889,69
330455705290907,69
330455705290946,69
330455705290952,69
330455705290955,276
330455705291142,69
330455705291373,69
330455705291386,138
330455705291391,69
330455705300052,69
330455705300153,69
330455705300161,138
330455705300312,69
330455705310117,69
330455705310156,138
330455705310286,69
330455705310302,276
330455705310356,69
330455705310360,69
330455705310487,276
330455705320074,69
330455705320134,69
330455705320242,69
330455705320252,69
330455705360048,69
330455705360070,69
330455705360173,69
330455705370167,69
330455705370232,69
330455705370380,69
330455705370585,345
330455705390100,69
330455705390164,69
330455705390179,69
330490405000049,138
330490405000086,69
330490405000144,69
330490405000302,69
330490405000395,69
330490405000397,69
330490405000754,69
330490405000758,69
330490410000004,69
330490410000050,69
330490410000172,69
330490410000179,69
330490410000227,69
330490410000395,69
330490410000415,138
330490410000422,207
330490410000447,138
330490410000522,69
330490410000622,345
330490415000047,69
330490415000230,69
330490415000469,69
330490415000481,69
