CD_SETOR,vol
353440105001469,16767
353440105001470,28911
353440105001471,19251
353440105001472,16215
353440105001473,14421
353440105001474,19596
353440105001475,14904
353440105001477,14766
353440105001478,14835
353440105001479,6279
353440105001480,24081
353440105001481,11523
353440105001482,11454
353440105001483,20148
353440105001484,9039
353440105001485,20217
353440105001486,19044
353440105001487,897
353440105001488,11454
353440105001489,15732
353440105001490,15318
353440105001491,14490
353440105001492,7176
353440105001493,13386
353440105001494,14973
353440105001495,18492
353440105001497,8901
353440105001498,13179
353440105001499,19734
353440105001500,8694
353440105001501,5934
353440105001502,7521
353440105001503,7866
353440105001504,8556
353440105001505,19665
353440105001506,10833
353440105001507,26151
353440105001508,22701
353440105001509,13455
353440105001510,17457
353440105001511,19872
353440105001515,11247
353440105001516,8418
353440105001517,13386
353440105001518,14007
353440105001519,9384
353440105001520,12006
353440105001521,39744
353440105001522,32223
353440105001523,50025
353440105001524,9729
353440105001525,41124
353440105001526,25737
353440105001527,4485
353440105001528,14973
353440105001529,13869
353440105001530,21666
353440105001531,9522
353440105001532,18354
353440105001533,9867
353440105001535,35190
353440105001539,69
353440105001540,290973
353440105001543,5520
353440105001544,9039
353440105001546,345
353440105001547,759
353440105001549,6969
353440105001550,4899
353440105001551,207
353440105001552,12075
353440105001553,9108
353440105001554,276
353440105001555,16146
353440105001556,12696
353440105001557,13524
353440105001558,13869
353440105001559,14352
353440105001560,53061
353440105001561,16698
353440105001563,12075
353440105001564,19872
353440105001566,3726
353440105001568,22632
353440105001569,18561
353440105001570,14835
353440105001571,7866
353440105001572,12489
353440105001573,18906
353440105001574,23391
353440105001575,31326
353440105001576,36294
353440105001577,91218
353440105001578,19941
353440105001579,6693
353440105001580,14835
353440105001581,30912
353440105001582,2346
353440105001585,690
353440105001586,115092
353440105001588,32568
353440105001589,483
353440105001590,207
353440105001591,41745
353440105001592,33672
353440105001593,9108
353440105001594,37674
353440105001595,66240
353440105001596,20493
353440105001597,19527
353440105001598,17871
353440105001599,16974
353440105001600,26703
353440105001601,10695
353440105001602,12972
353440105001603,27117
353440105001604,24012
353440105001605,34983
353440105001607,10488
353440105001608,8349
353440105001609,27945
353440105001610,12903
353440105001611,14697
353440105001612,20907
353440105001613,32154
353440105001614,31740
353440105001615,37260
353440105001616,966
353440105001617,17595
353440105001618,17940
353440105001619,20700
353440105001620,29187
353440105001621,8349
353440105001622,17595
353440105001623,30084
353440105001624,7590
353440105001625,59409
353440105001626,8073
353440105001627,19389
353440105001628,53958
353440105001629,19527
353440105001632,45540
353440105001633,759
353440105001634,5106
353440105001635,8349
353440105001636,9798
353440105001637,7038
353440105001638,32637
353440105001639,1242
353440105001640,12213
353440105001641,18423
353440105001642,38364
353440105001643,57615
353440105001644,43746
353440105001645,21735
353440105001646,25668
353440105001648,20286
353440105001649,35604
353440105001650,37674
353440105001651,6624
353440105001652,8418
353440105001653,3381
353440105001654,9177
353440105001657,1518
353440105001658,26841
353440105001659,13455
353440105001660,11592
353440105001661,6486
353440105001663,276
353440105001664,6141
353440105001665,3519
353440105001666,12489
353440105001669,14559
353440105001670,4485
353440105001671,2346
353440105001672,759
353440105001673,15939
353440105001674,100947
353440105001675,138
353440105001676,759
353440105001677,30843
353440105001678,28359
353440105001679,6624
353440105001680,27048
353440105001681,8970
353440105001682,11178
353440105001683,8280
353440105001684,11247
353440105001685,14145
353440105001686,22701
353440105001687,19941
353440105001688,8694
353440105001689,44850
353440105001691,36708
353440105001692,5727
353440105001693,69
353440105001694,49749
353440105001695,17940
353440105001696,18561
353440105001697,1518
353440105001698,38295
353440105001699,9177
353440105001700,30222
353440105001701,3450
353440105001702,104259
353440105001703,63618
353440105001709,138
353440105001710,35259
353440105001711,22770
353440105001712,69
353440105001713,28359
353440105001714,70380
353440105001716,6900
353440105001717,122475
353440105001718,16008
353440105001719,4830
353440105001720,552
353440105001722,17802
353440105001723,3657
353440105001725,1311
353440105001726,2277
353440105001728,2898
353440105001729,19044
353440105001730,5037
353440105001731,19113
353440105001732,4002
353440105001733,22080
353440105001735,82179
353440105001737,21597
353440105001740,7107
353440105001741,12351
353440105001742,18354
353440105001744,276
353440105001745,72381
353440105001746,345
353440105001747,4002
353440105001751,24978
353440105001753,966
353440105001755,1656
353440105001758,7107
353440105001759,4623
353440105001760,31671
353440105001761,17043
353440105001762,11730
353440105001763,19803
353440105001764,8556
353440105001765,19251
353440105001766,20217
353440105001767,207
353440105001769,22908
353440105001771,16629
353440105001772,13731
353440105001773,11040
353440105001774,13938
353440105001775,3588
353440105001777,48507
353440105001778,27669
353440105001779,15525
353440105001781,69
353440105001782,1932
353440105001783,48231
353440105001785,69
353440105001786,35052
353440105001787,20148
353440105001788,31464
353440105001789,47127
353440105001790,27807
353440105001791,1173
353440105001792,18975
353440105001793,12213
353440105001794,53958
353440105001795,27393
353440105001796,37950
353440105001797,10005
353440105001798,18561
353440105001799,31326
353440105001800,621
353440105001801,13317
353440105001802,40986
353440105001803,8142
353440105001804,483
353440105001805,276
353440105001806,4071
353440105001807,44022
353440105001808,4830
353440105001809,690
353440105001810,7797
353440105001811,17664
353440105001812,16974
353440105001813,13938
353440105001814,20010
353440105001815,2622
353440105001816,1518
353440105001817,52440
353440105001818,59478
353440105001819,1932
353440105001820,11523
353440105001821,27669
353440105001822,25737
353440105001823,17871
353440105001824,31464
353440105001825,50094
353440105001827,66654
353440105001829,25668
353440105001830,10419
353440105001831,12972
353440105001832,1656
353440105001833,8487
353440105001834,10143
353440105001835,23184
353440105001836,31050
353440105001837,1449
353440105001838,1242
353440105001839,2277
353440105001840,4623
353440105001841,4278
353440105001842,23874
353440105001843,1656
353440105001844,69
353440105001846,621
353440105001847,1794
353440105001848,29463
353440105001849,6486
353440105001850,7107
353440105001851,15801
353440105001852,17319
353440105001853,828
353440105001854,12420
353440105001855,8970
353440105001856,7728
353440105001857,12627
353440105001858,15387
353440105001860,17112
353440105001861,6003
353440105001862,6210
353440105001863,14283
353440105001864,17250
353440105001865,7590
353440105001866,2277
353440105001867,22080
353440105001868,25737
353440105001869,5589
353440105001870,14076
353440105001871,4071
353440105001872,19113
353440105001873,2829
353440105001874,4416
353440105001875,14697
353440105001877,8280
353440105001878,9039
353440105001879,1518
353440105001880,3519
353440105001881,2415
353440105001882,27324
353440105001883,7452
353440105001884,14283
353440105001885,8004
353440105001886,12351
353440105001887,11799
353440105001888,6348
353440105001889,11040
353440105001890,9384
353440105001891,10143
353440105001892,2001
353440105001893,4692
353440105001894,15042
353440105001895,27048
353440105001896,18630
353440105001897,5589
353440105001898,4899
353440105001899,2622
353440105001900,15594
353440105001901,6831
353440105001902,19734
353440105001903,19389
353440105001904,2967
353440105001905,18768
353440105001906,6348
353440105001907,9660
353440105001908,13662
353440105001909,7797
353440105001910,5934
353440105001911,6210
353440105001912,9177
353440105001913,19527
353440105001914,3588
353470805000150,69
353470805000190,138
353470805000192,69
353470805000238,69
353470805000248,69
353470805000274,69
353470805000278,138
353470805000292,207
353470805000298,621
353470805000331,69
353470805000338,69
353470805000346,69
353470805000377,69
353470805000378,69
353470805000410,69
353530905000014,69
353530905000020,276
353630705000037,207
353630705000039,207
353650505000021,345
353650505000084,69
353650505000091,69
353650505000108,69
353650505000182,69
353650505000233,414
353710705000002,414
353710705000003,552
353710705000005,69
353710705000007,207
353710705000008,483
353710705000009,276
353710705000012,69
353710705000013,207
353710705000015,69
353710705000023,621
353710705000024,345
353710705000025,207
353710705000031,69
353710705000032,69
353710705000034,69
353710705000035,69
353710705000038,138
353710705000045,69
353710705000048,621
353710705000049,138
353710705000050,345
353710705000054,69
353710705000056,690
353710705000072,276
353710705000073,69
353710705000074,69
353710705000075,69
353710705000076,69
353710705000077,207
353710705000080,69
353710705000085,69
353710705000091,69
353710705000094,69
353710705000096,138
353710705000097,69
353710705000104,69
353710705000107,897
353710705000109,69
353710705000113,1518
353710705000116,138
353710705000117,138
353710705000119,69
353710705000124,552
353710705000127,207
353710705000128,138
353710705000131,690
353710705000135,69
353710705000140,207
353710705000141,414
353710705000143,69
353710705000145,207
353710705000146,207
353710705000148,552
353710705000150,138
353710705000154,552
353730505000001,69
353730505000006,69
353730505000022,69
353730505000025,69
353730505000123,69
353730505000127,483
353730505000167,69
353730505000190,69
353760205000002,69
353760205000006,138
353760205000016,276
353760205000121,69
353760205000146,69
353760205000160,69
353760205000161,207
353760205000172,138
353760205000186,138
353760205000223,69
353760205000230,69
353760205000235,207
353760205000236,138
353760205000251,69
353760205000265,69
353790905000032,207
353790905000055,69
353800605000143,69
353800605000283,414
353800605000339,966
353800610000082,69
353800610000084,138
353810505000001,69
353810505000003,138
353810505000017,69
353820405000037,69
353820405000041,138
353860005000003,138
353860005000008,138
353860005000054,69
353860005000056,69
353860005000059,69
353860005000084,69
353860005000112,69
353870905000071,69
353870905000127,69
353870905000138,69
353870905000154,138
353870905000195,69
353870905000263,207
353870905000269,69
353870905000443,276
353870905000514,138
353870905000575,69
353870905000617,138
353870905000665,207
353870905000686,207
353870905000687,69
353870905000841,69
353870905000859,69
353870905000874,69
353870935000151,69
353870935000154,138
353880805000001,69
353880805000052,69
353880805000056,138
353910305000002,36984
353910305000006,22425
353910305000008,44367
353910305000010,10419
353910305000011,80592
353910305000016,36639
353910305000017,47817
353910305000018,62790
353910305000022,19665
353910305000023,42504
353910305000024,16491
353910305000025,33120
353910305000026,8763
353910305000028,28359
353910305000030,14559
353910305000031,14628
353910305000032,10281
353910305000033,57960
353910305000035,3381
353910305000037,28428
353910305000038,10626
353910305000039,621
353910305000041,1518
353910305000044,22908
353910305000046,4278
353910305000047,621
353910305000048,90459
353910305000049,138
353910305000050,37467
353910305000051,3588
353910305000052,30153
353910305000054,3036
353910305000055,21459
353910305000056,3450
353910305000057,27324
353930105000001,69
353930105000116,69
353940005000015,69
353940005000020,138
353980605000001,26841
353980605000003,32223
353980605000004,12006
353980605000006,22494
353980605000007,12489
353980605000008,26082
353980605000009,50439
353980605000011,22701
353980605000012,23667
353980605000013,20355
353980605000014,31188
353980605000015,12834
353980605000017,23115
353980605000018,41193
353980605000019,21183
353980605000020,33465
353980605000022,18492
353980605000023,19941
353980605000028,27048
353980605000029,19113
353980605000030,73692
353980605000031,21045
353980605000034,21045
353980605000037,14628
353980605000038,23253
353980605000039,19320
353980605000040,42504
353980605000041,21321
353980605000043,27255
353980605000046,13041
353980605000047,20562
353980605000049,33189
353980605000050,24150
353980605000051,28911
353980605000054,20769
353980605000055,106881
353980605000056,17319
353980605000059,17457
353980605000060,28083
353980605000061,16422
353980605000062,35880
353980605000063,22977
353980605000065,20976
353980605000066,32292
353980605000067,19320
353980605000068,24978
353980605000069,22632
353980605000072,14559
353980605000074,27462
353980605000076,23460
353980605000079,20907
353980605000082,29394
353980605000083,16629
353980605000084,24081
353980605000085,17043
353980605000086,48300
353980605000088,28704
353980605000089,16836
353980605000090,10557
353980605000092,33051
353980605000093,24012
353980605000094,18147
353980605000095,34224
353980605000096,12420
353980605000097,31119
353980605000098,35328
353980605000100,27117
353980605000101,34293
353980605000102,18699
353980605000103,19665
353980605000104,23736
353980605000105,14628
353980605000106,17940
353980605000107,29256
353980605000108,14766
353980605000110,25047
353980605000113,22494
353980605000114,24357
353980605000116,23391
353980605000117,14835
353980605000119,29946
353980605000121,31257
353980605000125,23046
353980605000127,27117
353980605000128,14835
353980605000129,24219
353980605000130,30084
353980605000131,20700
353980605000132,38640
353980605000133,17802
353980605000134,27393
353980605000135,18354
353980605000137,20355
353980605000138,17526
353980605000139,23805
353980605000141,25047
353980605000142,19251
353980605000143,9936
353980605000148,18768
353980605000149,16353
353980605000150,19182
353980605000151,13110
353980605000152,13041
353980605000153,12006
353980605000154,22011
353980605000155,13110
353980605000156,29601
353980605000157,11799
353980605000158,30429
353980605000159,23184
353980605000160,20217
353980605000161,23253
353980605000162,11799
353980605000163,20217
353980605000164,22218
353980605000165,32016
353980605000166,19734
353980605000168,25185
353980605000170,22218
353980605000171,16698
353980605000172,26703
353980605000173,22218
353980605000174,12420
353980605000175,28428
353980605000176,18975
353980605000178,69
353980605000179,18009
353980605000180,21873
353980605000181,47403
353980605000182,21597
353980605000183,28911
353980605000184,16491
353980605000186,23943
353980605000187,19941
353980605000188,16629
353980605000189,23460
353980605000190,29325
353980605000191,33741
353980605000192,1794
353980605000194,966
353980605000195,20148
353980605000196,20562
353980605000197,6486
353980605000198,7659
353980605000199,13041
353980605000200,28773
353980605000201,35052
353980605000202,20424
353980605000203,12696
353980605000204,13938
353980605000205,8418
353980605000206,11592
353980605000207,18147
353980605000208,18975
353980605000210,4416
353980605000211,14559
353980605000212,6900
353980605000213,37053
353980605000214,31326
353980605000215,28773
353980605000216,4623
353980605000217,27738
353980605000218,22494
353980605000219,8349
353980605000220,19458
353980605000221,2691
353980605000222,3588
353980605000223,20631
353980605000224,13179
353980605000226,9108
353980605000227,26220
353980605000228,6555
353980605000229,23874
353980605000230,8763
353980605000231,4692
353980605000232,21183
353980605000233,20355
353980605000234,9453
353980605000235,29394
353980605000236,12903
353980605000237,25116
353980605000238,15387
353980605000239,23253
353980605000240,7176
353980605000241,21597
353980605000242,11454
353980605000245,29877
353980605000246,49059
353980605000247,17388
353980605000248,16284
353980605000249,16077
353980605000250,17319
353980605000251,20700
353980605000252,18423
353980605000253,13386
353980605000254,20700
353980605000255,18354
353980605000256,21735
353980605000257,11937
353980605000258,35397
353980605000259,10419
353980605000260,14835
353980605000261,3243
353980605000262,6072
353980605000263,19113
353980605000264,49749
353980605000265,40020
353980610000005,20148
353980610000006,32292
353980610000007,26634
353980610000008,5313
353980610000009,23529
353980610000010,414
353980610000011,13938
353980610000012,12558
353980610000013,19320
353980610000014,16215
353980610000015,15249
353980610000016,15870
354000205000001,276
354000205000015,207
354000205000052,69
354000215000007,69
354060605000001,69
354060605000002,69
354060605000006,69
354060605000017,69
354060605000041,69
354060605000084,69
354060605000114,69
354070505000003,69
354070505000005,207
354070505000009,69
354070505000013,69
354070505000020,276
354070505000021,69
354070505000024,69
354070505000026,69
354070505000028,207
354070505000032,138
354070505000037,138
354070505000040,69
354070505000053,69
354070505000055,552
354070505000059,69
354070505000066,138
354070505000076,69
354070505000080,138
354070505000086,69
354070505000090,138
354070505000091,138
354070505000092,69
354070505000097,345
354070505000098,345
354070505000103,69
354070505000104,414
354070505000107,69
354070505000116,138
354075405000005,69
354075405000009,138
354075405000024,69
354075405000026,69
354075405000027,138
354075405000038,69
354075405000041,69
354075405000044,207
354090305000006,69
354100005000003,69
354100005000004,69
354100005000027,69
354100005000066,69
354100005000069,138
354100005000141,69
354100005000165,207
354100005000208,69
354100005000210,69
354100005000271,828
354100005000281,69
354100005000331,138
354100005000404,69
354100005000417,69
354100005000419,138
354100005000435,69
354100005000437,69
354100005000506,69
354100005000518,69
354100005000524,69
354100005000527,69
354100005000557,483
354100005000579,69
354100005000592,414
354100005000602,138
354100005000603,69
354100005000609,138
354100005000624,69
354100005000628,69
354100005000669,69
354100005000686,276
354100005000701,69
354100005000703,138
354100005000715,69
354100005000750,69
354100005000789,69
354100005000827,138
354100005000944,69
354100010000025,69
354100010000038,69
354100010000178,69
354100010000235,69
354100010000252,69
354100010000264,69
354100010000269,69
354100010000299,69
354100010000329,138
354130705000003,69
354140605000025,69
354140605000043,69
354140605000061,69
354140605000078,69
354140605000090,207
354140605000109,69
354140605000122,69
354140605000123,69
354140605000132,69
354140605000176,69
354140605000202,276
354140605000208,69
354140605000214,69
354140605000241,69
354140605000252,345
354140605000284,69
354140605000349,690
354140605000367,69
354140605000370,69
354140605000399,69
354140605000408,138
354140605000414,69
354140605000417,69
354140605000423,69
354140605000474,138
354300605000004,69
354330305000003,25116
354330305000004,27669
354330305000005,43401
354330305000006,18354
354330305000007,29325
354330305000008,33741
354330305000009,19251
354330305000010,24219
354330305000011,24012
354330305000012,16836
354330305000013,31119
354330305000015,17181
354330305000016,8556
354330305000017,20976
354330305000018,34638
354330305000020,27531
354330305000021,32154
354330305000022,37881
354330305000023,5313
354330305000024,31464
354330305000025,27393
354330305000026,23805
354330305000027,22908
354330305000028,31326
354330305000029,20355
354330305000030,38916
354330305000031,31257
354330305000032,23115
354330305000033,23874
354330305000034,23943
354330305000035,32913
354330305000036,28842
354330305000037,38571
354330305000039,24357
354330305000040,22287
354330305000041,10281
354330305000042,15594
354330305000043,8832
354330305000044,23391
354330305000045,32223
354330305000046,26151
354330305000047,31188
354330305000048,11523
354330305000049,29394
354330305000050,37812
354330305000051,18975
354330305000055,25185
354330305000056,15525
354330305000058,29394
354330305000059,18699
354330305000060,32430
354330305000061,45885
354330305000063,30222
354330305000064,18354
354330305000066,59892
354330305000067,27669
354330305000068,32154
354330305000069,37674
354330305000070,23184
354330305000071,39606
354330305000072,33258
354330305000073,24909
354330305000075,9798
354330305000077,51129
354330305000078,65895
354330305000079,43953
354330305000084,40572
354330305000090,18561
354330305000091,45540
354330305000092,17250
354330305000093,32637
354330305000094,32085
354330305000095,23184
354330305000096,16905
354330305000097,19044
354330305000098,25806
354330305000099,23874
354330305000100,50646
354330305000101,42366
354330305000102,10902
354330305000103,27117
354330305000104,20286
354330305000105,28152
354330305000106,23943
354330305000107,18354
354330305000108,33534
354330305000109,11937
354330305000110,16905
354330305000111,42504
354330305000113,29187
354330305000114,58650
354330305000115,16353
354330305000117,9591
354330305000118,28980
354330305000119,19803
354330305000120,22908
354330305000121,21390
354330305000122,32085
354330305000123,16491
354330305000124,28428
354330305000125,6693
354330305000126,33879
354330305000127,35328
354330305000128,20700
354330305000129,38364
354330305000131,897
354330305000133,9384
354330305000134,27738
354330305000135,27738
354330305000136,7659
354330305000137,29256
354330305000139,10902
354330305000140,1932
354330305000141,31326
354330305000142,17181
354330305000143,4830
354330305000144,30981
354330305000146,12489
354330305000147,42987
354330305000148,3588
354330305000149,20010
354330305000150,24495
354330305000151,27393
354330305000152,15318
354330305000153,18699
354330305000154,19389
354330305000156,9936
354330305000157,1035
354330305000158,11385
354330305000159,4347
354330305000160,1863
354330305000161,8004
354330305000163,36777
354330305000164,897
354330305000165,14076
354330308000001,24978
354330308000002,33120
354330308000003,27876
354330308000004,34500
354330308000005,35811
354330308000006,19596
354330308000007,21873
354330308000008,38364
354330308000009,48576
354330308000011,29532
354330308000012,41814
354330308000014,23253
354330308000016,14559
354330308000017,21528
354330308000022,49680
354330308000023,19941
354330308000024,51405
354330308000027,31947
354330308000029,46092
354330308000030,5175
354330308000031,21942
354330308000032,13455
354330308000033,16146
354330308000034,30567
354330308000035,19458
354330308000036,18285
354330308000037,19872
354330308000038,1518
354330308000041,21321
354330308000042,21666
354330308000043,16905
354330308000045,25254
354330308000046,14628
354330308000047,1725
354330308000048,5727
354330308000049,3174
354330308000050,17802
354330308000051,10419
354330308000052,11454
354330308000053,11523
354330308000054,1173
354330308000055,3243
354330308000056,34638
354330308000057,13041
354330308000058,1587
354330308000059,3450
354330310000001,47127
354330310000002,26082
354330310000003,30912
354330310000005,17595
354330310000006,43263
354330310000010,36156
354330310000011,47127
354330310000013,5934
354330310000014,19320
354330310000017,22839
354330310000018,24426
354330310000019,9660
354330310000021,21804
354330310000022,4278
354330310000024,30912
354330310000025,7038
354330310000026,19389
354330310000028,28911
354330310000029,11868
354330310000030,5865
354330310000031,14214
354330310000033,50439
354330310000034,138
354330310000035,28704
354330310000036,14766
354330310000037,21183
354330310000038,13179
354330310000039,276
354330310000040,6693
354330310000041,3450
354330310000042,3795
354330310000043,6900
354330310000044,5934
354340205000013,138
354340205000021,69
354340205000028,69
354340205000039,207
354340205000046,69
354340205000066,69
354340205000067,69
354340205000080,69
354340205000081,138
354340205000157,69
354340205000158,69
354340205000165,69
354340205000166,69
354340205000214,69
354340205000215,69
354340205000297,69
354340205000325,207
354340205000328,69
354340205000390,138
354340205000411,414
354340205000435,69
354340205000468,69
354340205000470,138
354340205000526,69
354340205000532,138
354340205000534,69
354340205000540,207
354340205000544,69
354340205000545,69
354340205000558,69
354340205000565,69
354340205000608,276
354340205000666,138
354340205000758,207
354340205000822,207
354340205000890,69
354340205000903,69
354340205000904,69
354340205000941,69
354340205000995,69
354340205001060,69
354340205001105,69
354340205001108,207
354340205001115,138
354340205001117,69
354340205001152,138
354340205001153,621
354340205001155,69
354340205001188,69
354340205001240,69
354340205001246,138
354340205001293,69
354340205001413,69
354340205001439,69
354340205001482,138
354340205001518,69
354340205001596,138
354340205001620,414
354340205001624,69
354390705000004,69
354390705000009,69
354390705000015,69
354390705000022,69
354390705000023,69
354390705000028,69
354390705000037,69
354390705000046,69
354390705000057,69
354390705000076,69
354390705000110,69
354390705000126,69
354390705000129,69
354390705000130,69
354390705000151,69
354390705000153,69
354390705000163,276
354390705000184,207
354390705000200,69
354390705000208,69
354390705000220,69
354390705000228,138
354390705000302,69
354390705000303,138
354390705000308,69
354390705000330,69
354390710000012,69
354390715000003,69
354400405000016,138
354400405000080,69
354410305000001,23322
354410305000002,39399
354410305000003,24771
354410305000005,13110
354410305000006,28359
354410305000007,22011
354410305000009,55614
354410305000018,35535
354410305000020,17733
354410305000021,29325
354410305000022,30498
354410305000028,21597
354410305000036,52647
354410305000040,34638
354410305000041,23736
354410305000042,29256
354410305000043,29601
354410305000044,24426
354410305000045,19389
354410305000049,27531
354410305000050,36501
354410305000052,45747
354410305000054,31395
354410305000055,49680
354410305000056,19527
354410305000057,15042
354410305000059,17043
354410305000060,18354
354410305000061,29118
354410305000062,31809
354410305000063,5037
354410305000065,6969
354410305000067,19941
354410305000069,18699
354410305000070,28980
354410305000071,18147
354410305000072,17250
354410305000073,17802
354410305000074,21528
354410305000075,41745
354410305000078,13593
354410305000079,6900
354410305000080,21459
354410305000083,7314
354410305000085,40434
354410305000086,4140
354410305000088,15456
354410305000090,5175
354410305000091,24012
354410305000092,20493
354410305000093,28980
354410305000094,13731
354410305000095,27324
354410305000096,24150
354410305000097,18975
354410305000098,25806
354410305000099,12144
354410305000100,20148
354410305000101,24288
354410305000102,21528
354410305000103,9177
354410305000104,5382
354410305000105,16698
354410305000106,16767
354410305000107,17457
354410305000108,57339
354410305000109,690
354410305000110,63273
354410305000111,207
354410305000112,897
354410305000113,19320
354410305000114,828
354410305000115,20631
354410305000116,23391
354410305000117,2070
354410305000118,16146
354410305000119,14145
354410305000120,1449
354410305000121,24702
354410305000122,12351
354410305000123,10419
354410305000124,26220
354410305000125,8004
354410305000126,9729
354410305000127,14007
354410305000128,11661
354410305000129,14007
354410305000130,3174
354410305000131,6900
354410305000132,4209
354410305000133,15525
354410305000135,32913
354410305000136,6210
354410305000137,35880
354410305000138,19941
354410305000139,17526
354410305000140,1863
354410305000141,10971
354410305000142,2277
354410305000143,6072
354410305000144,17871
354410305000145,4761
354430105000020,138
354430105000048,69
354430105000057,69
354480605000038,138
354500105000012,414
354500105000020,6831
354500105000021,34569
354500105000022,3864
354500105000023,31395
354500105000024,33189
354500105000025,35673
354500105000026,35880
354500105000027,40572
354500105000030,33051
354500105000031,28635
354500105000033,35328
354500105000034,18147
354500105000038,19527
354500105000039,690
354500105000040,69
354500105000041,35397
354500105000043,27669
354500105000044,414
354500105000047,20838
354500105000049,621
354500105000050,138
354500105000051,19803
354500105000052,17733
354500105000053,4899
354500105000054,6900
354500105000055,3312
354500105000056,6279
354500105000057,1863
354500105000058,37881
354500105000059,4761
354500105000060,7452
354500105000061,13524
354500105000062,5520
354500105000063,1518
354500105000064,3933
354500105000065,1242
354500110000002,35604
354500110000007,621
354500110000009,29325
354500110000012,690
354500110000013,138
354500110000016,5658
354500110000017,552
354500110000018,1035
354500110000019,11799
354500110000020,4071
354500110000021,1656
354510005000003,69
354515905000002,69
354515905000017,69
354520905000004,69
354520905000011,69
354520905000028,69
354520905000035,69
354520905000045,69
354520905000094,69
354520905000184,69
354520905000223,69
354520905000224,69
354520905000230,69
354580305000005,1380
354580305000009,138
354580305000023,69
354580305000056,414
354580305000064,345
354580305000164,138
354580305000165,69
354580305000176,138
354580305000191,69
354580305000284,69
354580305000306,138
354580305000382,69
354580305000390,69
354580305000419,483
354580305000445,207
354580305000462,69
354580305000466,552
354580305000474,69
354580305000492,69
354580305000514,69
354580305000518,345
354580305000520,69
354580305000530,69
354580305000531,69
354600905000053,3243
354680105000001,55338
354680105000002,53406
354680105000003,76383
354680105000004,33810
354680105000005,37191
354680105000006,47679
354680105000010,32637
354680105000011,33810
354680105000012,66171
354680105000013,36225
354680105000022,41469
354680105000023,38019
354680105000028,45195
354680105000030,11178
354680105000031,29118
354680105000032,36294
354680105000033,45678
354680105000034,17871
354680105000036,32361
354680105000037,12351
354680105000038,11523
354680105000042,32637
354680105000043,2208
354680105000044,69
354680105000045,966
354680105000047,3450
354680105000048,3933
354680105000049,2484
354680105000050,138
354680105000051,7038
354680105000052,69
354680105000054,1449
354680105000065,3450
354680105000067,13179
354680105000068,2001
354680105000081,7728
354680105000084,43470
354680105000090,15663
354680105000097,44022
354680105000098,14490
354680105000099,31326
354680105000100,25599
354680105000101,22494
354680105000102,27048
354680105000103,17457
354680105000104,16491
354680105000105,26358
354680105000106,57822
354680105000108,25461
354680105000109,9660
354680105000110,47955
354680105000111,51750
354680105000112,19527
354680105000113,23805
354680105000114,21321
354680105000115,22494
354680105000117,35811
354680105000118,21459
354680105000119,9798
354680105000120,8901
354680105000121,16146
354680105000122,6072
354680105000123,44022
354680105000124,33465
354680105000125,31671
354680105000126,36225
354680105000129,207
354680105000131,6003
354680105000134,2208
354680105000135,4209
354680105000136,6831
354680105000140,4209
354680105000141,69
354680105000142,32568
354680105000143,50991
354680105000144,16077
354680105000145,10557
354680105000146,27186
354680105000147,69
354680105000148,16008
354680105000149,414
354680105000150,138
354680105000152,138
354680105000153,138
354680105000163,2415
354680105000167,6279
354680105000168,4485
354680105000169,39882
354680105000170,19527
354680105000171,15663
354680105000172,40158
354680105000173,138
354680105000176,345
354680105000177,1449
354680105000179,276
354680105000180,4554
354680105000181,3174
354680105000182,19113
354680105000183,22977
354680105000184,10971
354680105000185,6969
354680105000186,8142
354680105000187,20010
354680105000188,23322
354680105000189,23736
354680105000190,16560
354680105000191,4416
354680105000192,23322
354680105000193,3726
354680105000194,37260
354680105000195,4554
354680105000196,23184
354680105000197,966
354680105000198,5037
354680105000199,12489
354680105000200,11730
354680105000201,1104
354680105000202,46506
354680105000204,4416
354680105000205,207
354680105000206,1035
354680105000208,7314
354680105000209,5382
354680105000210,1518
354680105000211,50025
354680105000212,5313
354680105000213,1449
354680105000214,1035
354680105000215,3174
354680105000216,1794
354680105000217,3174
354680105000218,1932
354680105000219,138
354700705000004,69
354730405000001,22563
354730405000003,44643
354730405000004,57615
354730405000005,50301
354730405000006,57822
354730405000008,11730
354730405000009,28152
354730405000011,20424
354730405000012,15594
354730405000013,21597
354730405000014,16698
354730405000015,53820
354730405000017,71898
354730405000018,7452
354730405000019,24840
354730405000020,14628
354730405000027,36363
354730405000028,52440
354730405000033,72312
354730405000036,46920
354730405000040,18147
354730405000041,24978
354730405000042,15525
354730405000044,22494
354730405000052,53889
354730405000053,63894
354730405000054,21873
354730405000058,47541
354730405000060,95013
354730405000064,46092
354730405000067,3795
354730405000069,5796
354730405000070,3864
354730405000073,44781
354730405000074,62238
354730405000076,37743
354730405000079,25668
354730405000080,23322
354730405000082,24495
354730405000083,82248
354730405000084,74796
354730405000085,11661
354730405000086,37812
354730405000087,129513
354730405000088,44436
354730405000089,59271
354730405000090,70173
354730405000091,552
354730405000092,15939
354730405000093,17112
354730405000094,7728
354730405000095,30912
354730405000096,9660
354730405000097,17733
354730405000099,10212
354730405000100,11592
354730405000105,9039
354730405000106,3657
354730405000107,1380
354730405000109,13248
354730405000110,57270
354730405000111,33741
354730405000112,69
354730405000114,26703
354730405000115,20286
354730405000116,21390
354730405000117,17181
354730405000118,9798
